1                   ,6                   ,lasso               ,2                   ,2                   ,0.35465407662986    ,0.350805963234147   ,0.00248885154724121 
2                   ,6                   ,lasso               ,2                   ,2                   ,0.41403537008666    ,0.24195526084238    ,0.00248456001281738 
3                   ,6                   ,lasso               ,2                   ,2                   ,0.323216893715978   ,-0.237734811348596  ,0.00261855125427246 
4                   ,6                   ,lasso               ,2                   ,2                   ,0.274259656966116   ,-0.0301118376311713 ,0.00468850135803223 
5                   ,6                   ,lasso               ,2                   ,2                   ,0.298897892764568   ,0.0668193404345636  ,0.0025324821472168  
6                   ,6                   ,lasso               ,3                   ,3                   ,0.395837622289577   ,0.399570746804995   ,0.010145902633667   
7                   ,6                   ,lasso               ,3                   ,3                   ,0.435142223786499   ,0.278688186520348   ,0.00513386726379395 
8                   ,6                   ,lasso               ,3                   ,3                   ,0.32596059335987    ,-0.234702173647662  ,0.00257062911987305 
9                   ,6                   ,lasso               ,3                   ,3                   ,0.329386823373155   ,-0.035149633554232  ,0.00620412826538086 
10                  ,6                   ,lasso               ,3                   ,3                   ,0.320936801787547   ,0.11821425874913    ,0.00266647338867188 
11                  ,7                   ,lasso               ,2                   ,2                   ,0.244504631854728   ,0.307090188255239   ,0.00246238708496094 
12                  ,7                   ,lasso               ,2                   ,2                   ,0.406505056586021   ,0.213626143956444   ,0.00307679176330566 
13                  ,7                   ,lasso               ,2                   ,2                   ,0.312903325992664   ,0.109105309654425   ,0.00265955924987793 
NA                  ,NA                  ,NA                  ,NA                  ,NA                  ,NA                  ,-0.151844722503078  ,NA                  
15                  ,7                   ,lasso               ,2                   ,2                   ,0.366771441152397   ,-0.0965169855984086 ,0.00261712074279785 
16                  ,7                   ,lasso               ,3                   ,3                   ,0.297588341411219   ,0.258718836480464   ,0.00434374809265137 
17                  ,7                   ,lasso               ,3                   ,3                   ,0.422806680988271   ,0.193902900804958   ,0.003265380859375   
18                  ,7                   ,lasso               ,3                   ,3                   ,0.344552172533528   ,0.0934138002997802  ,0.00456023216247559 
19                  ,7                   ,lasso               ,3                   ,3                   ,0.365951826090178   ,-0.200793044032896  ,0.00313687324523926 
20                  ,7                   ,lasso               ,3                   ,3                   ,0.38118028957782    ,-0.102206362760439  ,0.00571322441101074 
21                  ,8                   ,lasso               ,3                   ,3                   ,0.473093396947284   ,0.0209853713408752  ,0.00735092163085938 
22                  ,8                   ,lasso               ,3                   ,3                   ,0.397816916152768   ,0.2022609803291     ,0.0114343166351318  
23                  ,8                   ,lasso               ,3                   ,3                   ,0.348012113250775   ,-0.021134323202388  ,0.00718927383422852 
24                  ,8                   ,lasso               ,3                   ,3                   ,0.367167644709823   ,-0.184071552033211  ,0.00467681884765625 
25                  ,8                   ,lasso               ,3                   ,3                   ,0.368155291428825   ,-0.106412979612376  ,0.00407552719116211 
26                  ,8                   ,lasso               ,5                   ,5                   ,0.509058381622261   ,0.282043058878478   ,0.0118718147277832  
27                  ,8                   ,lasso               ,5                   ,5                   ,0.397977840593708   ,0.174179001212357   ,0.0145189762115479  
28                  ,8                   ,lasso               ,5                   ,5                   ,0.41457648485155    ,-0.109464299988402  ,0.00706839561462402 
29                  ,8                   ,lasso               ,5                   ,5                   ,0.443463078778714   ,-0.179238801971393  ,0.0114450454711914  
30                  ,8                   ,lasso               ,5                   ,5                   ,0.419904406928229   ,-0.221088283265835  ,0.0108733177185059  
31                  ,9                   ,lasso               ,3                   ,3                   ,0.382580038881901   ,0.205969787432199   ,0.00712871551513672 
32                  ,9                   ,lasso               ,3                   ,3                   ,0.380626952843718   ,-0.0701685289055308 ,0.00400257110595703 
33                  ,9                   ,lasso               ,3                   ,3                   ,0.390329118562366   ,0.205256547202844   ,0.0142912864685059  
34                  ,9                   ,lasso               ,3                   ,3                   ,0.47536037784806    ,-0.166890870889142  ,0.00735282897949219 
35                  ,9                   ,lasso               ,3                   ,3                   ,0.457217233674867   ,0.108512848239285   ,0.00446486473083496 
36                  ,9                   ,lasso               ,5                   ,5                   ,0.384719271805887   ,0.314874959820152   ,0.00785183906555176 
37                  ,9                   ,lasso               ,5                   ,5                   ,0.390139377655193   ,-0.00627725052959388,0.00881743431091309 
38                  ,9                   ,lasso               ,5                   ,5                   ,0.478168496011426   ,-0.0223801919672597 ,0.0079045295715332  
39                  ,9                   ,lasso               ,5                   ,5                   ,0.477252874742741   ,-0.137942759971616  ,0.0166118144989014  
40                  ,9                   ,lasso               ,5                   ,5                   ,0.471388200210001   ,0.030454070880288   ,0.00600576400756836 
