9.119432988665684275e-03,-8.878679660676017799e-03,9.402568464916712804e-03,9.894700188201543956e-03,-8.918770480755372487e-03
-1.895307951295811919e-04,3.651120603002239173e-04,-5.336857456961372143e-04,-7.186633460433127386e-04,-7.367201329317264518e-04
-5.589589730467453728e-03,-5.262674681275813712e-03,5.575708414986767572e-03,4.741207699488586731e-03,-5.454921639250339890e-03
-3.072378168884623475e-03,-3.620954231875130221e-03,3.241683170032878814e-03,3.210753212923086932e-03,-3.608914763973056217e-03
-2.648809006534936887e-03,-3.534803799432316342e-03,-2.919963568930192266e-03,-2.853968912675493470e-03,-3.096780398409443389e-03
-9.054246657629461473e-03,-8.932074826152025179e-03,-9.130418166623646692e-03,-8.961093761632987417e-03,-8.918770480755370753e-03
1.739709316277222818e-03,-6.695280042363638273e-04,4.999267465132017701e-04,4.553440342254168219e-04,-3.947753504589819715e-04
8.599911205805731845e-03,4.626169525935334634e-03,4.262123307912342798e-03,3.357076730703001215e-03,4.090707309540361943e-03
7.764354522780525687e-03,3.116883774470378867e-03,2.101922805235747864e-03,1.996282972792383370e-03,2.465987200974721454e-03
7.374199480851280353e-03,3.247341005085525693e-03,2.297838233007178186e-03,2.483537955363873586e-03,2.612259584521207934e-03
-9.054246657629461473e-03,-8.934478308582054912e-03,-9.129760161118497669e-03,-8.786817783511398708e-03,-9.396604774598919102e-03
2.986876085197990444e-03,1.436059436805693559e-03,1.422873204139563173e-03,1.695884323803129642e-03,1.760962225471306153e-03
6.540505142618363577e-03,5.991179742196210863e-03,5.820037063581719010e-03,5.229614059179597471e-03,5.650311219348651097e-03
5.488576025461794350e-03,5.120354360975696954e-03,4.746554327605569459e-03,4.433773353867266447e-03,4.578901009687967247e-03
5.422293835652433440e-03,5.097223229143396650e-03,4.744538184698355969e-03,4.707608132729169947e-03,4.578901009687967247e-03
-9.054246657629461473e-03,-8.934478308582054912e-03,-9.129760161118497669e-03,-8.786817783511398708e-03,-9.396604774598919102e-03
2.986876085197990444e-03,1.436059436805693559e-03,1.422873204139563173e-03,1.695884323803129642e-03,1.760962225471306153e-03
6.270336940731926871e-03,5.858364017382234126e-03,5.519430122835036930e-03,4.993868504257965510e-03,5.172803269149798058e-03
4.205099958560014686e-03,6.226870068621169312e-03,3.874027050292594247e-03,3.463185559487733187e-03,3.700674955739385787e-03
4.150504015720812845e-03,5.449902765422008286e-03,4.874729287718508261e-03,4.781789350456056367e-03,4.229785887959488719e-03
9.054246657629461473e-03,8.935337396784580680e-03,9.130418166623646692e-03,8.787737689308804806e-03,9.397500555827765362e-03
2.986876085197990444e-03,1.436059436805693559e-03,1.422873204139563173e-03,1.695884323803129642e-03,1.760962225471306153e-03
6.270336940731926871e-03,5.858364017382234126e-03,5.519430122835036930e-03,4.993868504257965510e-03,5.172803269149798058e-03
4.205099958560014686e-03,4.317342071593843755e-03,3.874027050292594247e-03,3.463185559487733187e-03,3.700674955739385787e-03
4.096099148518996327e-03,4.850660171364533368e-03,4.913119664230139287e-03,4.262899427450801866e-03,4.220878069223195708e-03
9.054246657629461473e-03,8.935337396784580680e-03,9.130418166623646692e-03,8.787737689308804806e-03,9.397500555827765362e-03
2.986876085197990444e-03,1.436059436805693559e-03,1.422873204139563173e-03,1.695884323803129642e-03,1.760962225471306153e-03
6.270336940731926871e-03,5.858364017382234126e-03,5.519430122835036930e-03,4.993868504257965510e-03,5.172803269149798058e-03
4.205099958560014686e-03,4.317342071593843755e-03,3.874027050292594247e-03,3.463185559487733187e-03,3.700674955739385787e-03
4.096099148518996327e-03,4.850660171364533368e-03,4.913119664230139287e-03,4.262899427450801866e-03,4.220878069223195708e-03
